acc,city,licence
470796,CHICAGO,Regulated Business License
330472,CHICAGO,Limited Business License
357772,CHICAGO,Limited Business License
470800,CHICAGO,Limited Business License
432942,CHICAGO,Limited Business License
352873,CHICAGO,Limited Business License
282794,CHICAGO,Limited Business License
394486,CHICAGO,Retail Food Establishment
209003,CHICAGO,Limited Business License
210192,CHICAGO,Tobacco
279852,CHICAGO,Motor Vehicle Services License
245513,CHICAGO,Limited Business License
427889,CHICAGO,Regulated Business License
469494,CHICAGO,Retail Food Establishment
410963,CHICAGO,Motor Vehicle Services License
264950,CHICAGO,Regulated Business License
244153,CHICAGO,Regulated Business License
17151,CHICAGO,Regulated Business License
471630,CHICAGO,Regulated Business License
470531,CHICAGO,Retail Food Establishment
394128,CHICAGO,Limited Business License
471496,CHICAGO,Limited Business License
309290,CHICAGO,Tobacco
432104,CHICAGO,Limited Business License
470840,CHICAGO,Regulated Business License
470943,CHICAGO,Limited Business License
432733,CHICAGO,Limited Business License
470803,CHICAGO,Limited Business License
471145,CHICAGO,Limited Business License
470963,CHICAGO,Limited Business License
432397,CHICAGO,Regulated Business License
471339,CHICAGO,Limited Business License
470816,CHICAGO,Limited Business License
471669,CHICAGO,Limited Business License
10323,CHICAGO,Secondhand Dealer
394259,CHICAGO,Limited Business License
469485,CHICAGO,Retail Food Establishment
394535,CAROL STREAM,Regulated Business License
431984,CHICAGO,Limited Business License
424418,CHICAGO,Retail Food Establishment
357418,CHICAGO,Secondhand Dealer
471225,CHICAGO,Limited Business License
357326,CHICAGO,Regulated Business License
471212,CHICAGO,Limited Business License
308060,CHICAGO,Regulated Business License
471259,CHICAGO,Limited Business License
6737,CHICAGO,Motor Vehicle Services License
392033,CHICAGO,Retail Food Establishment
432298,CHICAGO,Regulated Business License
27886,CHICAGO,Limited Business License
471476,CHICAGO,Limited Business License
470889,CHICAGO,Limited Business License
471023,CHICAGO,Limited Business License
375994,CHICAGO,Animal Care License
394386,CHICAGO,Regulated Business License
432361,CHICAGO,Limited Business License
471524,CHICAGO,Limited Business License
432669,CHICAGO,Retail Food Establishment
5210,CHICAGO,Limited Business License
428630,CHICAGO,Retail Food Establishment
394595,CHICAGO,Limited Business License
465604,CHICAGO,Retail Food Establishment
7206,CHICAGO,Limited Business License
332153,CHICAGO,Limited Business License
394307,CHICAGO,Limited Business License
432930,CHICAGO,Limited Business License
31825,CHICAGO,Limited Business License
222143,CHICAGO,Motor Vehicle Services License
471405,CHICAGO,Limited Business License
470591,CHICAGO,Retail Food Establishment
471169,CHICAGO,Regulated Business License
390033,CHICAGO,Retail Food Establishment
471396,CHICAGO,Limited Business License
471598,CHICAGO,Limited Business License
307313,CHICAGO,Children's Services Facility License
432095,CHICAGO,Limited Business License
432677,CHICAGO,Regulated Business License
260145,CHICAGO,Limited Business License
470880,CHICAGO,Limited Business License
471105,CHICAGO,Retail Food Establishment
271075,VILLA PARK,Regulated Business License
471164,CHICAGO,Limited Business License
12037,CHICAGO,Manufacturing Establishments
471485,CHICAGO,Limited Business License
394129,CHICAGO,Regulated Business License
266623,CHICAGO,Motor Vehicle Services License
470973,CHICAGO,Retail Food Establishment
25283,CHICAGO,Regulated Business License
470841,CHICAGO,Limited Business License
10323,CHICAGO,Secondhand Dealer
42835,CHICAGO,Limited Business License
53854,CHICAGO,Motor Vehicle Services License
471315,CHICAGO,Limited Business License
470998,CHICAGO,Retail Food Establishment
86749,CHICAGO,Motor Vehicle Services License
471285,CHICAGO,Retail Food Establishment
411009,CHICAGO,Retail Food Establishment
429155,CHICAGO,Limited Business License
471075,CHICAGO,Limited Business License
471134,CHICAGO,Limited Business License
471046,CHICAGO,Regulated Business License
394224,CHICAGO,Retail Food Establishment
471266,CHICAGO,Limited Business License
471455,CHICAGO,Limited Business License
471397,CHICAGO,Limited Business License
432770,CHICAGO,Limited Business License
15826,CHICAGO,Filling Station
432109,CHICAGO,Limited Business License
432405,CHICAGO,Limited Business License
300259,CHICAGO,Limited Business License
401296,CHICAGO,Retail Food Establishment
428521,CHICAGO,Motor Vehicle Services License
432088,CHICAGO,Retail Food Establishment
471176,CHICAGO,Limited Business License
280027,CHICAGO,Limited Business License
469588,CHICAGO,Retail Food Establishment
471243,CHICAGO,Limited Business License
471605,CHICAGO,Regulated Business License
469043,CHICAGO,Retail Food Establishment
50590,CHICAGO,Motor Vehicle Services License
470960,CHICAGO,Limited Business License
411118,CHICAGO,Limited Business License
17151,CHICAGO,Regulated Business License
394037,CHICAGO,Retail Food Establishment
470938,CHICAGO,Limited Business License
471596,CHICAGO,Limited Business License
470919,CHICAGO,Peddler License
471321,CHICAGO,Limited Business License
394296,CHICAGO,Regulated Business License
471511,CHICAGO,Limited Business License
470883,CHICAGO,Limited Business License
471123,CHICAGO,Limited Business License
31681,CHICAGO,Regulated Business License
17151,CHICAGO,Regulated Business License
357919,CHICAGO,Limited Business License
415154,CHICAGO,Limited Business License
471421,CHICAGO,Limited Business License
470986,CHICAGO,Regulated Business License
28023,CHICAGO,Limited Business License
406818,CHICAGO,Limited Business License
470798,CHICAGO,Limited Business License
428101,CHICAGO,Consumption on Premises - Incidental Activity
432723,CHICAGO,Regulated Business License
471101,CHICAGO,Limited Business License
470812,CHICAGO,Limited Business License
470764,CHICAGO,Regulated Business License
471364,CHICAGO,Limited Business License
376716,CHICAGO,Regulated Business License
471351,CHICAGO,Regulated Business License
17151,CHICAGO,Regulated Business License
394071,CHICAGO,Limited Business License
471035,CHICAGO,Limited Business License
85622,CHICAGO,Manufacturing Establishments
371611,CHICAGO,Animal Care License
17151,CHICAGO,Regulated Business License
469702,CHICAGO,Retail Food Establishment
470777,CHICAGO,Retail Food Establishment
394534,CHICAGO,Regulated Business License
471279,CHICAGO,Limited Business License
279335,CHICAGO,Retail Food Establishment
243338,CHICAGO,Motor Vehicle Services License
471407,CHICAGO,Limited Business License
394753,CHICAGO,Limited Business License
410684,CHICAGO,Animal Care License
394377,CHICAGO,Limited Business License
9952,CHICAGO,Motor Vehicle Services License
471326,CHICAGO,Limited Business License
431463,CHICAGO,Limited Business License
471240,CHICAGO,Limited Business License
471341,CHICAGO,Limited Business License
429339,CHICAGO,Retail Food Establishment
469589,CHICAGO,Retail Food Establishment
471187,CHICAGO,Limited Business License
10323,CHICAGO,Secondhand Dealer
246213,CHICAGO,Limited Business License
246513,CHICAGO,Limited Business License
471480,CHICAGO,Limited Business License
52180,CHICAGO,Regulated Business License
471027,CHICAGO,Limited Business License
410092,CHICAGO,Limited Business License
428001,CHICAGO,Retail Food Establishment
86601,CHICAGO,Children's Services Facility License
471168,CHICAGO,Limited Business License
51545,CHICAGO,Motor Vehicle Services License
411112,CHICAGO,Limited Business License
470863,CHICAGO,Limited Business License
394665,CHICAGO,Regulated Business License
280027,CHICAGO,Regulated Business License
390511,CHICAGO,Regulated Business License
470893,CHICAGO,Limited Business License
394390,CHICAGO,Regulated Business License
338098,FREEPORT,Limited Business License
410841,CHICAGO,Retail Food Establishment
357632,CHICAGO,Limited Business License
428521,CHICAGO,Motor Vehicle Services License
468712,CHICAGO,Package Goods
470594,CHICAGO,Retail Food Establishment
17151,CHICAGO,Regulated Business License
17151,CHICAGO,Regulated Business License
471336,CHICAGO,Limited Business License
469576,CHICAGO,Regulated Business License
471398,CHICAGO,Limited Business License
264857,CHICAGO,Regulated Business License
471331,CHICAGO,Limited Business License
426293,CHICAGO,Limited Business License
432816,CHICAGO,Limited Business License
17151,CHICAGO,Regulated Business License
471116,CHICAGO,Limited Business License
467855,CHICAGO,Animal Care License
469925,CHICAGO,Retail Food Establishment
86601,CHICAGO,Children's Services Facility License
409805,CHICAGO,Regulated Business License
470716,CHICAGO,Limited Business License
420862,CHICAGO,Retail Food Establishment
471406,CHICAGO,Limited Business License
471517,CHICAGO,Limited Business License
471512,CHICAGO,Regulated Business License
471037,CHICAGO,Limited Business License
432164,CHICAGO,Retail Food Establishment
432056,CHICAGO,Limited Business License
410868,CHICAGO,Retail Food Establishment
470505,CHICAGO,Regulated Business License
72784,CHICAGO,Limited Business License
470987,CHICAGO,Limited Business License
471186,CHICAGO,Limited Business License
471356,CHICAGO,Limited Business License
470808,CHICAGO,Regulated Business License
470578,CHICAGO,Filling Station
410952,CHICAGO,Limited Business License
471255,CHICAGO,Regulated Business License
470859,CHICAGO,Limited Business License
470897,CHICAGO,Regulated Business License
471226,CHICAGO,Limited Business License
410862,CHICAGO,Limited Business License
470937,CHICAGO,Limited Business License
325730,CHICAGO,Motor Vehicle Services License
471372,CHICAGO,Regulated Business License
390604,CHICAGO,Retail Food Establishment
471507,CHICAGO,Limited Business License
470921,CHICAGO,Regulated Business License
10323,CHICAGO,Secondhand Dealer
432491,CHICAGO,Limited Business License
38771,CHICAGO,Limited Business License
470819,CHICAGO,Limited Business License
465874,CHICAGO,Regulated Business License
428035,CHICAGO,Regulated Business License
411106,CHICAGO,Regulated Business License
349809,CHICAGO,Regulated Business License
411009,CHICAGO,Retail Food Establishment
470835,CHICAGO,Limited Business License
432531,CHICAGO,Limited Business License
471564,CHICAGO,Limited Business License
471318,CHICAGO,Regulated Business License
471032,CHICAGO,Limited Business License
471178,CHICAGO,Retail Food Establishment
17151,CHICAGO,Regulated Business License
471454,CHICAGO,Limited Business License
52683,CHICAGO,Limited Business License
471088,CHICAGO,Regulated Business License
336518,CHICAGO,Retail Food Establishment
215442,CHICAGO,Regulated Business License
357626,CHICAGO,Limited Business License
428084,CHICAGO,Consumption on Premises - Incidental Activity
20105,CHICAGO,Tobacco
376800,CHICAGO,Regulated Business License
432420,NORTHBROOK,Regulated Business License
471649,MOUNT PROSPECT,Regulated Business License
471670,LAKE IN THE HILLS,Regulated Business License
471548,CHICAGO,Regulated Business License
295096,CHICAGO,Regulated Business License
63151,CHICAGO,Retail Food Establishment
471389,CHICAGO,Regulated Business License
63151,CHICAGO,Filling Station
428084,CHICAGO,Retail Food Establishment
17022,CHICAGO,Tavern
17022,CHICAGO,Retail Food Establishment
428873,CHICAGO,Children's Services Facility License
41581,CHICAGO,Regulated Business License
357829,AURORA,Regulated Business License
431350,CHICAGO,Retail Food Establishment
432307,CHICAGO,Regulated Business License
338093,PARK RIDGE,Limited Business License
409989,CHICAGO,Retail Food Establishment
28807,CHICAGO,Tavern
432973,CHICAGO,Limited Business License
43063,CHICAGO,Raffles
471416,CHICAGO,Limited Business License
314228,CHICAGO,Consumption on Premises - Incidental Activity
471416,CHICAGO,Limited Business License
401950,CHICAGO,Tobacco
401794,CHICAGO,Tobacco
346143,CHICAGO,Limited Business License
314228,CHICAGO,Retail Food Establishment
376692,CHICAGO,Retail Food Establishment
376692,CHICAGO,Limited Business License
376692,CHICAGO,Package Goods
376692,CHICAGO,Consumption on Premises - Incidental Activity
376692,CHICAGO,Consumption on Premises - Incidental Activity
471269,CHICAGO,Limited Business License
376692,CHICAGO,Consumption on Premises - Incidental Activity
54546,CHICAGO,Retail Food Establishment
54546,CHICAGO,Consumption on Premises - Incidental Activity
48046,CHICAGO,Regulated Business License
54546,CHICAGO,Caterer's Liquor License
54546,CHICAGO,Outdoor Patio
54546,CHICAGO,Consumption on Premises - Incidental Activity
229956,CHICAGO,Limited Business License
431773,CHICAGO,Retail Food Establishment
410642,CHICAGO,Retail Food Establishment
346402,CHICAGO,Limited Business License
463865,CHICAGO,Pharmaceutical Representative
426901,CHICAGO,Tobacco
460274,CHICAGO,Tobacco
306412,CHICAGO,Tobacco
399755,CHICAGO,Tobacco
278827,CHICAGO,Tobacco
471370,CHICAGO,Pharmaceutical Representative
296722,CHICAGO,Tobacco
315891,CHICAGO,Tobacco
390604,CHICAGO,Tobacco
422482,CHICAGO,Pharmaceutical Representative
422564,WOODRIDGE,Pharmaceutical Representative
424418,CHICAGO,Tobacco
210193,CHICAGO,Tobacco
266508,CHICAGO,Tobacco
25840,CHICAGO,Tobacco
278217,CHICAGO,Limited Business License
203022,CHICAGO,Tobacco
23281,CHICAGO,Tobacco
421396,CHICAGO,Tobacco
470979,CHICAGO,Limited Business License
15826,CHICAGO,Tobacco
469926,CHICAGO,Tobacco
423200,CHICAGO,Tobacco
19034,CHICAGO,Tobacco
392033,CHICAGO,Tobacco
246600,CHICAGO,Tobacco
86496,CHICAGO,Tobacco
18636,CHICAGO,Tobacco
401951,CHICAGO,Tobacco
214720,CHICAGO,Raffles
426916,PLAINFIELD,Shared Kitchen User (Long Term)
471345,CHICAGO,Shared Kitchen User (Long Term)
201574,CHICAGO,Tobacco
470616,CHICAGO,Shared Kitchen User (Long Term)
469540,CHICAGO,Shared Kitchen User (Long Term)
424956,CHICAGO,Shared Kitchen User (Long Term)
432617,CHICAGO,Shared Kitchen User (Long Term)
289495,CHICAGO,Tobacco
289057,CHICAGO,Retail Food Establishment
371702,CHICAGO,Tobacco
470613,CHICAGO,Shared Kitchen User (Long Term)
470553,CHICAGO,Shared Kitchen User (Long Term)
330434,CHICAGO,Shared Kitchen User (Long Term)
470842,NAPERVILLE,Shared Kitchen User (Long Term)
471415,CHICAGO,Shared Kitchen User (Long Term)
471371,CHICAGO,Shared Kitchen User (Long Term)
346323,CHICAGO,Tobacco
328992,MORTON GROVE,Shared Kitchen User (Long Term)
466213,CHICAGO,Shared Kitchen User (Long Term)
468586,CHICAGO,Shared Kitchen User (Long Term)
461278,CHICAGO,Tobacco
429017,CHICAGO,Shared Kitchen User (Long Term)
470854,CHICAGO,Shared Kitchen User (Long Term)
38589,CHICAGO,Tobacco
381139,CHICAGO,Tobacco
283641,CHICAGO,Tobacco
252329,CHICAGO,Raffles
52180,CHICAGO,Regulated Business License
421564,LAKE IN THE HILLS,Pharmaceutical Representative
394451,CHICAGO,Public Place of Amusement
292372,CHICAGO,Regulated Business License
470578,CHICAGO,Tobacco
295322,CHICAGO,Limited Business License
