acc,city,licence
292474,CHICAGO,Retail Food Establishment
432466,CHICAGO,Regulated Business License
430918,CHICAGO,Retail Food Establishment
432590,CHICAGO,Limited Business License
397,CHICAGO,Retail Food Establishment
345539,CHICAGO,Limited Business License
409989,CHICAGO,Retail Food Establishment
288607,CHICAGO,Retail Food Establishment
471159,CHICAGO,Limited Business License
204857,CHICAGO,Animal Care License
294676,CHICAGO,Limited Business License
357299,CHICAGO,Package Goods
49937,CHICAGO,Caterer's Liquor License
471360,CHICAGO,Limited Business License
266211,CHICAGO,Retail Food Establishment
46762,CHICAGO,Limited Business License
470790,CHICAGO,Limited Business License
432494,NORTH TONAWANDA,Regulated Business License
20875,CHICAGO,Public Place of Amusement
432139,CHICAGO,Retail Food Establishment
432601,CHICAGO,Limited Business License
39310,CHICAGO,Motor Vehicle Services License
375833,CHICAGO,Retail Food Establishment
10047,CHICAGO,Outdoor Patio
431201,CHICAGO,Retail Food Establishment
29369,CHICAGO,Wholesale Food Establishment
342684,CHICAGO,Retail Food Establishment
336505,CHICAGO,Retail Food Establishment
20875,CHICAGO,Tavern
411307,CHICAGO,Limited Business License
6685,CHICAGO,Limited Business License
22377,CHICAGO,Limited Business License
410380,CHICAGO,Retail Food Establishment
470740,CHICAGO,Limited Business License
338873,CHICAGO,Regulated Business License
63699,CHICAGO,Motor Vehicle Services License
302659,CHICAGO,Animal Care License
471268,CHICAGO,Limited Business License
409885,CHICAGO,Limited Business License
203814,CHICAGO,Tavern
470775,DENVER,Regulated Business License
212127,CHICAGO,Secondhand Dealer
471434,CHICAGO,Limited Business License
33825,CHICAGO,Tavern
471063,CHICAGO,Limited Business License
319559,CHICAGO,Limited Business License
281645,MORTON GROVE,Regulated Business License
390179,CHICAGO,Retail Food Establishment
471374,CHICAGO,Limited Business License
376628,CHICAGO,Limited Business License
432266,CHICAGO,Regulated Business License
405415,CHICAGO,Consumption on Premises - Incidental Activity
347313,CHICAGO,Limited Business License
317383,CHICAGO,Retail Food Establishment
394473,CHICAGO,Limited Business License
65369,CHICAGO,Limited Business License
404094,CHICAGO,Regulated Business License
31765,CHICAGO,Motor Vehicle Services License
470749,CHICAGO,Limited Business License
393969,CHICAGO,Limited Business License
352122,CHICAGO,Regulated Business License
256500,CHICAGO,Limited Business License
376529,CHICAGO,Retail Food Establishment
85623,CHICAGO,Limited Business License
56762,CHICAGO,Limited Business License
24952,CHICAGO,Animal Care License
14070,CHICAGO,Limited Business License
471167,CHICAGO,Limited Business License
349140,CHICAGO,Motor Vehicle Services License
470878,CHICAGO,Limited Business License
376922,CHICAGO,Limited Business License
324899,CHICAGO,Limited Business License
14379,CHICAGO,Manufacturing Establishments
53551,CHICAGO,Limited Business License
376475,CHICAGO,Motor Vehicle Services License
471008,CHICAGO,Regulated Business License
63151,CHICAGO,Filling Station
338276,CHICAGO,Limited Business License
469043,CHICAGO,Public Place of Amusement
429339,CHICAGO,Filling Station
62766,CHICAGO,Retail Food Establishment
25386,CHICAGO,Limited Business License
411010,CHICAGO,Limited Business License
266211,CHICAGO,Consumption on Premises - Incidental Activity
410825,CHICAGO,Limited Business License
469132,CHICAGO,Regulated Business License
470730,CHICAGO,Limited Business License
471317,CHICAGO,Limited Business License
471193,CHICAGO,Motor Vehicle Services License
351607,CHICAGO,Limited Business License
471263,CHICAGO,Limited Business License
470861,CHICAGO,Limited Business License
321612,CHICAGO,Limited Business License
351318,CHICAGO,Retail Food Establishment
409989,CHICAGO,Retail Food Establishment
470339,CHICAGO,Peddler License
394118,CHICAGO,Regulated Business License
10226,CHICAGO,Limited Business License
277377,CHICAGO,Limited Business License
336603,CHICAGO,Package Goods
470930,CHICAGO,Limited Business License
471179,CHICAGO,Limited Business License
314626,CHICAGO,Retail Food Establishment
550,CHICAGO,Manufacturing Establishments
471382,CHICAGO,Limited Business License
13090,CHICAGO,Retail Food Establishment
212259,CHICAGO,Limited Business License
427009,CHICAGO,Consumption on Premises - Incidental Activity
220837,DES PLAINES,Regulated Business License
471091,CHICAGO,Limited Business License
24023,CHICAGO,Tavern
21757,CHICAGO,Limited Business License
470839,CHICAGO,Limited Business License
471078,CHICAGO,Limited Business License
85471,CHICAGO,Retail Food Establishment
432107,CHICAGO,Motor Vehicle Services License
470913,CHICAGO,Limited Business License
15679,CHICAGO,Retail Food Establishment
471549,CHICAGO,Regulated Business License
261052,CHICAGO,Limited Business License
470964,CHICAGO,Limited Business License
371702,CHICAGO,Package Goods
411243,CHICAGO,Limited Business License
471090,CHICAGO,Limited Business License
376458,CHICAGO,Limited Business License
430771,CHICAGO,Retail Food Establishment
18156,CHICAGO,Consumption on Premises - Incidental Activity
471283,OAK BROOK,Regulated Business License
208198,CHICAGO,Tavern
47985,CHICAGO,Limited Business License
409885,CHICAGO,Limited Business License
394465,CHICAGO,Limited Business License
51726,CHICAGO,Limited Business License
465236,CHICAGO,Retail Food Establishment
328849,CHICAGO,Limited Business License
286267,CHICAGO,Limited Business License
14070,CHICAGO,Limited Business License
394373,CHICAGO,Retail Food Establishment
469897,CHICAGO,Animal Care License
3681,CHICAGO,Tavern
353309,CHICAGO,Package Goods
229871,CHICAGO,Limited Business License
263712,CHICAGO,Consumption on Premises - Incidental Activity
19135,CHICAGO,Retail Food Establishment
208198,CHICAGO,Retail Food Establishment
409357,CHICAGO,Retail Food Establishment
471365,CHICAGO,Regulated Business License
260728,CHICAGO,Motor Vehicle Services License
46278,CHICAGO,Limited Business License
294177,CHICAGO,Package Goods
15679,CHICAGO,Outdoor Patio
27723,CHICAGO,Motor Vehicle Services License
409989,CHICAGO,Retail Food Establishment
314626,CHICAGO,Retail Food Establishment
470578,CHICAGO,Retail Food Establishment
323747,CHICAGO,Limited Business License
471124,CHICAGO,Limited Business License
296081,CHICAGO,Outdoor Patio
40677,CHICAGO,Motor Vehicle Services License
45357,CHICAGO,Limited Business License
432532,CHICAGO,Regulated Business License
213385,CHICAGO,Limited Business License
390179,CHICAGO,Consumption on Premises - Incidental Activity
314041,CHICAGO,Consumption on Premises - Incidental Activity
348088,CHICAGO,Limited Business License
260802,CHICAGO,Limited Business License
15899,CHICAGO,Retail Food Establishment
432675,CHICAGO,Limited Business License
28807,CHICAGO,Music and Dance
471140,NEW YORK,Regulated Business License
17588,CHICAGO,Filling Station
24023,CHICAGO,Music and Dance
411009,CHICAGO,Regulated Business License
406609,CHICAGO,Retail Food Establishment
469444,CHICAGO,Limited Business License
15369,CHICAGO,Limited Business License
330472,CHICAGO,Limited Business License
317383,CHICAGO,Outdoor Patio
470535,CHICAGO,Peddler License
286502,CHICAGO,Retail Food Establishment
24481,CHICAGO,Regulated Business License
410093,CHICAGO,Limited Business License
306412,CHICAGO,Filling Station
81907,CHICAGO,Retail Food Establishment
34004,CHICAGO,Motor Vehicle Services License
348887,CHICAGO,Manufacturing Establishments
88619,CHICAGO,Retail Food Establishment
27605,CHICAGO,Limited Business License
470914,CHICAGO,Limited Business License
314626,CHICAGO,Retail Food Establishment
24685,CHICAGO,Tavern
331845,CHICAGO,Limited Business License
471133,CALUMET CITY,Regulated Business License
432582,CHICAGO,Limited Business License
292097,CHICAGO,Limited Business License
29220,CHICAGO,Tavern
63588,CHICAGO,Filling Station
16055,CHICAGO,Filling Station
410223,CHICAGO,Consumption on Premises - Incidental Activity
63378,CHICAGO,Limited Business License
246600,CHICAGO,Retail Food Establishment
471114,CHICAGO,Limited Business License
26386,CHICAGO,Limited Business License
350118,CHICAGO,Limited Business License
325360,CHICAGO,Retail Food Establishment
283094,CHICAGO,Motor Vehicle Services License
423200,CHICAGO,Retail Food Establishment
28008,CHICAGO,Limited Business License
324368,CHICAGO,Retail Food Establishment
471203,CHICAGO,Limited Business License
33825,CHICAGO,Outdoor Patio
393544,CHICAGO,Wholesale Food Establishment
263712,CHICAGO,Retail Food Establishment
247121,CHICAGO,Consumption on Premises - Incidental Activity
394669,CHICAGO,Limited Business License
18886,CHICAGO,Consumption on Premises - Incidental Activity
376960,DES PLAINES,Limited Business License
431665,CHICAGO,Retail Food Establishment
207074,CHICAGO,Retail Food Establishment
470822,CHICAGO,Limited Business License
347467,CHICAGO,Retail Food Establishment
242767,CHICAGO,Limited Business License
41141,CHICAGO,Peddler License
468667,CHICAGO,Consumption on Premises - Incidental Activity
267197,CHICAGO,Limited Business License
466346,CHICAGO,Commercial Garage
20972,CHICAGO,Consumption on Premises - Incidental Activity
409989,CHICAGO,Retail Food Establishment
313618,CHICAGO,Outdoor Patio
470836,CHICAGO,Limited Business License
455011,CHICAGO,Consumption on Premises - Incidental Activity
27069,CHICAGO,Limited Business License
470202,CHICAGO,Retail Food Establishment
470917,CHICAGO,Limited Business License
88619,CHICAGO,Consumption on Premises - Incidental Activity
432510,CHICAGO,Limited Business License
53295,CHICAGO,Limited Business License
284392,CHICAGO,Retail Food Establishment
432299,CHICAGO,Retail Food Establishment
11474,CHICAGO,Retail Food Establishment
432447,CHICAGO,Limited Business License
356589,CHICAGO,Retail Food Establishment
85528,CHICAGO,Manufacturing Establishments
411184,CHICAGO,Regulated Business License
426797,CHICAGO,Retail Food Establishment
394752,LENEXA,Regulated Business License
471246,CHICAGO,Limited Business License
432237,CHICAGO,Regulated Business License
308115,CHICAGO,Animal Care License
405515,CHICAGO,Retail Food Establishment
16055,CHICAGO,Retail Food Establishment
6244,CHICAGO,Limited Business License
296722,CHICAGO,Filling Station
470916,CHICAGO,Limited Business License
471074,CHICAGO,Limited Business License
5444,CHICAGO,Retail Food Establishment
471003,CHICAGO,Limited Business License
67830,CHICAGO,Limited Business License
310172,CHICAGO,Limited Business License
33702,CHICAGO,Limited Business License
470860,CHICAGO,Limited Business License
23392,CHICAGO,Consumption on Premises - Incidental Activity
432365,CHICAGO,Limited Business License
357299,CHICAGO,Retail Food Establishment
427009,CHICAGO,Outdoor Patio
411012,CHICAGO,Limited Business License
460987,CHICAGO,Children's Services Facility License
405415,CHICAGO,Retail Food Establishment
26198,CHICAGO,Manufacturing Establishments
470931,CHICAGO,Limited Business License
471121,CHICAGO,Retail Food Establishment
326277,CHICAGO,Limited Business License
297387,CHICAGO,Motor Vehicle Services License
311427,CHICAGO,Limited Business License
378587,CHICAGO,Retail Food Establishment
429745,CHICAGO,Consumption on Premises - Incidental Activity
409885,CHICAGO,Limited Business License
222564,CHICAGO,Consumption on Premises - Incidental Activity
64390,CHICAGO,Manufacturing Establishments
298082,CHICAGO,Limited Business License
471191,CHICAGO,Limited Business License
432080,CHICAGO,Retail Food Establishment
471264,CHICAGO,Limited Business License
425826,CHICAGO,Retail Food Establishment
471509,CHICAGO,Limited Business License
469946,CHICAGO,Retail Food Establishment
255126,CHICAGO,Retail Food Establishment
85964,CHICAGO,Manufacturing Establishments
471352,CHICAGO,Limited Business License
15791,CHICAGO,Wholesale Food Establishment
24757,CHICAGO,Wholesale Food Establishment
328992,CHICAGO,Retail Food Establishment
376645,CHICAGO,Limited Business License
338276,CHICAGO,Limited Business License
471004,CHICAGO,Limited Business License
357869,CHICAGO,Limited Business License
376896,CHICAGO,Regulated Business License
471429,CHICAGO,Regulated Business License
338663,CHICAGO,Limited Business License
470789,CHICAGO,Limited Business License
409989,CHICAGO,Retail Food Establishment
274560,CHICAGO,Limited Business License
27886,CHICAGO,Limited Business License
394646,CHICAGO,Regulated Business License
404079,CHICAGO,Food - Shared Kitchen - Supplemental
270228,CHICAGO,Limited Business License
470888,CHICAGO,Limited Business License
63588,CHICAGO,Retail Food Establishment
309145,CHICAGO,Limited Business License
411099,CHICAGO,Motor Vehicle Services License
21775,CHICAGO,Limited Business License
470767,MARKHAM,Regulated Business License
250608,CHICAGO,Regulated Business License
376582,CHICAGO,Limited Business License
432557,CHICAGO,Regulated Business License
219566,CHICAGO,Outdoor Patio
330472,CHICAGO,Limited Business License
41162,CHICAGO,Limited Business License
469285,CHICAGO,Consumption on Premises - Incidental Activity
252260,CHICAGO,Consumption on Premises - Incidental Activity
471522,CHICAGO,Limited Business License
85832,CHICAGO,Retail Food Establishment
252260,CHICAGO,Retail Food Establishment
21691,CHICAGO,Retail Food Establishment
471262,CHICAGO,Limited Business License
357934,CHICAGO,Limited Business License
471081,CHICAGO,Limited Business License
394339,CHICAGO,Limited Business License
420161,CHICAGO,Consumption on Premises - Incidental Activity
377019,CHICAGO,Regulated Business License
432444,CHICAGO,Limited Business License
204401,CHICAGO,Limited Business License
376540,CHICAGO,Regulated Business License
29602,CHICAGO,Limited Business License
357847,TINLEY PARK,Regulated Business License
25419,CHICAGO,Tavern
271911,CHICAGO,Regulated Business License
55570,CHICAGO,Limited Business License
469043,CHICAGO,Outdoor Patio
14637,CHICAGO,Regulated Business License
471359,CHICAGO,Limited Business License
296105,CHICAGO,Retail Food Establishment
373110,CHICAGO,Manufacturing Establishments
426901,CHICAGO,Limited Business License
394675,CHICAGO,Regulated Business License
309290,CHICAGO,Retail Food Establishment
33343,CHICAGO,Limited Business License
315336,CHICAGO,Retail Food Establishment
430312,CHICAGO,Commercial Garage
408589,CHICAGO,Public Place of Amusement
432502,CHICAGO,Limited Business License
49913,CHICAGO,Regulated Business License
49913,CHICAGO,Limited Business License
432359,CHICAGO,Motor Vehicle Services License
393385,CHICAGO,Regulated Business License
331111,CHICAGO,Limited Business License
300266,CHICAGO,Limited Business License
394138,CHICAGO,Regulated Business License
255886,CHICAGO,Limited Business License
471283,CHICAGO,Limited Business License
3986,CHICAGO,Retail Food Establishment
409086,CHICAGO,Retail Food Establishment
432497,CHICAGO,Limited Business License
357738,CHICAGO,Limited Business License
372123,CHICAGO,Retail Food Establishment
303110,CHICAGO,Limited Business License
337882,CHICAGO,Limited Business License
372123,CHICAGO,Consumption on Premises - Incidental Activity
376605,CHICAGO,Regulated Business License
376782,CHICAGO,Limited Business License
432550,CHICAGO,Regulated Business License
352086,CHICAGO,Limited Business License
348154,CHICAGO,Children's Services Facility License
375896,CHICAGO,Retail Food Establishment
394077,CHICAGO,Regulated Business License
431147,CHICAGO,Retail Food Establishment
55216,CHICAGO,Children's Services Facility License
470428,CHICAGO,Limited Business License
432146,CHICAGO,Limited Business License
332835,CHICAGO,Regulated Business License
359406,CHICAGO,Consumption on Premises - Incidental Activity
432668,CHICAGO,Limited Business License
471183,CHICAGO,Limited Business License
432159,CHICAGO,Limited Business License
359406,CHICAGO,Retail Food Establishment
432533,CHICAGO,Limited Business License
471183,CHICAGO,Limited Business License
316203,CHICAGO,Retail Food Establishment
376451,CHICAGO,Limited Business License
32810,CHICAGO,Tavern
32810,CHICAGO,Retail Food Establishment
357654,CHICAGO,Regulated Business License
411009,CHICAGO,Retail Food Establishment
392034,CHICAGO,Children's Services Facility License
296940,CHICAGO,Regulated Business License
432932,CHICAGO,Regulated Business License
332292,CHICAGO,Limited Business License
17560,CHICAGO,Retail Food Establishment
357649,CHICAGO,Limited Business License
411514,WHEELING,Regulated Business License
357649,CHICAGO,Limited Business License
357649,CHICAGO,Limited Business License
357649,CHICAGO,Limited Business License
357649,CHICAGO,Limited Business License
357649,CHICAGO,Limited Business License
357649,CHICAGO,Limited Business License
62880,CHICAGO,Motor Vehicle Services License
357649,CHICAGO,Limited Business License
357649,CHICAGO,Limited Business License
22252,CHICAGO,Retail Food Establishment
210418,CHICAGO,Limited Business License
351660,CHICAGO,Consumption on Premises - Incidental Activity
351660,CHICAGO,Retail Food Establishment
29357,CHICAGO,Children's Services Facility License
432516,CHICAGO,Limited Business License
357701,CRETE,Regulated Business License
336518,CHICAGO,Tavern
261212,CHICAGO,Retail Food Establishment
305201,CHICAGO,Regulated Business License
302056,CHICAGO,Regulated Business License
470977,WATSONVILLE,Regulated Business License
394546,CHICAGO,Regulated Business License
357899,CHICAGO,Regulated Business License
376543,CHICAGO,Regulated Business License
379860,NORRIDGE,Regulated Business License
305208,CHICAGO,Regulated Business License
301755,CHICAGO,Regulated Business License
470336,CALUMET CITY,Regulated Business License
394547,CHICAGO,Regulated Business License
348106,CHICAGO,Regulated Business License
357143,CHICAGO,Regulated Business License
411147,CHICAGO,Regulated Business License
430663,CHICAGO,Retail Food Establishment
471387,CHICAGO,Regulated Business License
394285,CHICAGO,Limited Business License
394458,CHICAGO,Regulated Business License
432871,CHICAGO,Limited Business License
210063,CHICAGO,Package Goods
210063,CHICAGO,Retail Food Establishment
350311,CHICAGO,Caterer's Liquor License
335237,CHICAGO,Limited Business License
350311,CHICAGO,Food - Shared Kitchen - Supplemental
350311,CHICAGO,Retail Food Establishment
311663,CHICAGO,Retail Food Establishment
306210,CHICAGO,Consumption on Premises - Incidental Activity
306210,CHICAGO,Outdoor Patio
306210,CHICAGO,Retail Food Establishment
247424,CHICAGO,Limited Business License
471117,CHICAGO,Limited Business License
328992,MORTON GROVE,Mobile Food License
8361,CHICAGO,Late Hour
47327,CHICAGO,Limited Business License
62813,CHICAGO,Retail Food Establishment
8361,CHICAGO,Tavern
429209,CHICAGO,Animal Care License
251661,CHICAGO,Retail Food Establishment
251661,CHICAGO,Consumption on Premises - Incidental Activity
394195,CHICAGO,Retail Food Establishment
8361,CHICAGO,Public Place of Amusement
35907,CHICAGO,Public Place of Amusement
471535,CHICAGO,Regulated Business License
35907,CHICAGO,Late Hour
393916,CHICAGO,Retail Food Establishment
35907,CHICAGO,Tavern
3366,CHICAGO,Regulated Business License
7975,CHICAGO,Manufacturing Establishments
431974,CHICAGO,Manufacturing Establishments
431528,CHICAGO,Manufacturing Establishments
24681,CHICAGO,Manufacturing Establishments
48324,CHICAGO,Manufacturing Establishments
20489,CHICAGO,Outdoor Patio
20489,CHICAGO,Retail Food Establishment
20489,CHICAGO,Consumption on Premises - Incidental Activity
20489,CHICAGO,Late Hour
237615,LYNWOOD,Peddler License
394134,CHICAGO,Limited Business License
230047,CHICAGO,Limited Business License
26060,CHICAGO,Public Place of Amusement
26060,CHICAGO,Tavern
432459,BLOOMINGDALE,Regulated Business License
47320,CHICAGO,Limited Business License
410677,CHICAGO,Limited Business License
349809,CHICAGO,Limited Business License
261212,CHICAGO,Consumption on Premises - Incidental Activity
376499,CHICAGO,Limited Business License
432079,CHICAGO,Retail Food Establishment
55815,CHICAGO,Limited Business License
471426,CHICAGO,Limited Business License
65777,CHICAGO,Limited Business License
376107,CHICAGO,Manufacturing Establishments
62546,CHICAGO,Late Hour
373590,CHICAGO,Caterer's Liquor License
62546,CHICAGO,Public Place of Amusement
62546,CHICAGO,Tavern
373590,CHICAGO,Public Place of Amusement
430629,CHICAGO,Retail Food Establishment
373590,CHICAGO,Consumption on Premises - Incidental Activity
373590,CHICAGO,Retail Food Establishment
394596,EAST CHICAGO,Regulated Business License
377056,CHICAGO,Limited Business License
351763,CHICAGO,Limited Business License
209879,CHICAGO,Limited Business License
376509,CHICAGO,Limited Business License
410960,CHICAGO,Limited Business License
258327,CHICAGO,Limited Business License
332386,CHICAGO,Regulated Business License
432625,CHICAGO,Limited Business License
271004,CHICAGO,Regulated Business License
411152,CHICAGO,Limited Business License
470843,CHICAGO,Limited Business License
470843,CHICAGO,Limited Business License
394203,CINCINNATI,Regulated Business License
15026,CHICAGO,Consumption on Premises - Incidental Activity
409764,CHICAGO,Limited Business License
406048,CHICAGO,Limited Business License
261212,CHICAGO,Public Place of Amusement
15026,CHICAGO,Retail Food Establishment
429637,CHICAGO,Retail Food Establishment
37603,CHICAGO,Limited Business License
375828,CHICAGO,Children's Services Facility License
428630,CHICAGO,Filling Station
291898,CHICAGO,Limited Business License
431474,CHICAGO,Retail Food Establishment
357540,CHICAGO,Limited Business License
293720,CHICAGO,Limited Business License
293720,CHICAGO,Regulated Business License
431834,HIGHLAND PARK,Caterer's Liquor License
336261,CHICAGO,Regulated Business License
43814,CHICAGO,Limited Business License
357804,CHICAGO,Limited Business License
376537,CHICAGO,Limited Business License
432496,CHICAGO,Limited Business License
432374,CHICAGO,Limited Business License
261233,CHICAGO,Consumption on Premises - Incidental Activity
261233,CHICAGO,Outdoor Patio
393853,CHICAGO,Motor Vehicle Services License
29630,CHICAGO,Limited Business License
36005,CHICAGO,Limited Business License
340503,CHICAGO,Retail Food Establishment
410052,CHICAGO,Regulated Business License
340503,CHICAGO,Consumption on Premises - Incidental Activity
432888,CHICAGO,Limited Business License
406802,CHICAGO,Retail Food Establishment
406802,CHICAGO,Consumption on Premises - Incidental Activity
33454,CHICAGO,Limited Business License
409970,CHICAGO,Regulated Business License
357385,CHICAGO,Children's Services Facility License
307313,CHICAGO,Children's Services Facility License
416826,CHICAGO,Public Place of Amusement
357380,CHICAGO,Limited Business License
328097,CHICAGO,Limited Business License
406802,CHICAGO,Outdoor Patio
261233,CHICAGO,Retail Food Establishment
4684,CHICAGO,Limited Business License
255945,CHICAGO,Retail Food Establishment
255945,CHICAGO,Filling Station
341248,CHICAGO,Limited Business License
323269,CHICAGO,Limited Business License
432151,CHICAGO,Limited Business License
55931,CHICAGO,Limited Business License
275475,CHICAGO,Retail Food Establishment
357959,CHICAGO,Limited Business License
432232,CHICAGO,Animal Care License
426888,CHICAGO,Limited Business License
17865,CHICAGO,Tavern
317397,CHICAGO,Limited Business License
259117,CHICAGO,Caterer's Liquor License
259117,CHICAGO,Retail Food Establishment
432407,CHICAGO,Regulated Business License
394126,CHICAGO,Limited Business License
17865,CHICAGO,Late Hour
429451,CHICAGO,Food - Shared Kitchen - Supplemental
429451,CHICAGO,Retail Food Establishment
432530,CHICAGO,Regulated Business License
391688,CHICAGO,Wholesale Food Establishment
45934,CHICAGO,Limited Business License
394621,CHICAGO,Regulated Business License
295380,CHICAGO,Retail Food Establishment
295380,CHICAGO,Consumption on Premises - Incidental Activity
376425,CHICAGO,Limited Business License
39469,CHICAGO,Regulated Business License
430981,CHICAGO,Limited Business License
28664,CHICAGO,Tavern
432740,CHICAGO,Limited Business License
426105,CHICAGO,Retail Food Establishment
394504,CHICAGO,Regulated Business License
432539,CHICAGO,Regulated Business License
86959,CHICAGO,Outdoor Patio
258382,CHICAGO,Limited Business License
376998,CHICAGO,Limited Business License
432058,CHICAGO,Limited Business License
86959,CHICAGO,Consumption on Premises - Incidental Activity
86959,CHICAGO,Retail Food Establishment
62474,CHICAGO,Tavern
371182,CHICAGO,Retail Food Establishment
23457,CHICAGO,Consumption on Premises - Incidental Activity
352485,CHICAGO,Retail Food Establishment
352485,CHICAGO,Consumption on Premises - Incidental Activity
394375,CHICAGO,Motor Vehicle Services License
352485,CHICAGO,Limited Business License
294450,CHICAGO,Retail Food Establishment
23457,CHICAGO,Retail Food Establishment
64623,CHICAGO,Animal Care License
294450,CHICAGO,Tavern
377092,CHICAGO,Limited Business License
352485,CHICAGO,Limited Business License
352485,CHICAGO,Consumption on Premises - Incidental Activity
371182,CHICAGO,Consumption on Premises - Incidental Activity
30582,CHICAGO,Limited Business License
352485,CHICAGO,Limited Business License
371182,CHICAGO,Public Place of Amusement
54807,CHICAGO,Wholesale Food Establishment
283663,CHICAGO,Limited Business License
267190,CHICAGO,Retail Food Establishment
89253,CHICAGO,Retail Food Establishment
89253,CHICAGO,Retail Food Establishment
89253,CHICAGO,Retail Food Establishment
471173,CHICAGO,Limited Business License
351706,CHICAGO,Limited Business License
393333,CHICAGO,Retail Food Establishment
242853,CHICAGO,Retail Food Establishment
242853,CHICAGO,Consumption on Premises - Incidental Activity
242853,CHICAGO,Public Place of Amusement
7533,CHICAGO,Consumption on Premises - Incidental Activity
379593,CHICAGO,Retail Food Establishment
379593,CHICAGO,Retail Food Establishment
7533,CHICAGO,Retail Food Establishment
45007,CHICAGO,Tavern
391926,CHICAGO,Public Place of Amusement
45007,CHICAGO,Retail Food Establishment
34027,CHICAGO,Tavern
357520,CHICAGO,Retail Food Establishment
391926,CHICAGO,Tavern
376405,CHICAGO,Retail Food Establishment
45007,CHICAGO,Outdoor Patio
278464,CHICAGO,Motor Vehicle Services License
25784,CHICAGO,Limited Business License
278464,CHICAGO,Limited Business License
294263,CHICAGO,Retail Food Establishment
425220,CHICAGO,Children's Services Facility License
410064,CHICAGO,Limited Business License
432589,CHICAGO,Regulated Business License
394119,CHICAGO,Limited Business License
392778,CHICAGO,Public Place of Amusement
368170,CHICAGO,Consumption on Premises - Incidental Activity
368170,CHICAGO,Retail Food Establishment
34905,CHICAGO,Tavern
34905,CHICAGO,Public Place of Amusement
34905,CHICAGO,Outdoor Patio
392778,CHICAGO,Consumption on Premises - Incidental Activity
376314,CHICAGO,Limited Business License
394416,NORTH AURORA,Peddler License
18816,CHICAGO,Retail Food Establishment
18816,CHICAGO,Tavern
394077,CHICAGO,Regulated Business License
432233,CHICAGO,Regulated Business License
44897,CHICAGO,Limited Business License
7033,CHICAGO,Music and Dance
7033,CHICAGO,Tavern
357427,CHICAGO,Limited Business License
394732,CHICAGO,Peddler License
411071,CHICAGO,Limited Business License
10130,CHICAGO,Limited Business License
34905,CHICAGO,Late Hour
376305,CHICAGO,Retail Food Establishment
307481,CHICAGO,Tavern
307481,CHICAGO,Retail Food Establishment
470063,CHICAGO,Retail Food Establishment
394077,CHICAGO,Regulated Business License
357718,CHICAGO,Regulated Business License
62813,CHICAGO,Shared Kitchen User (Long Term)
45830,CHICAGO,Limited Business License
471132,CHICAGO,Shared Kitchen User (Long Term)
409881,CHICAGO,Shared Kitchen User (Long Term)
313122,CHICAGO,Tobacco
429362,CHICAGO,Retail Food Establishment
470948,CHICAGO,Limited Business License
432669,CHICAGO,Retail Food Establishment
428521,CHICAGO,Motor Vehicle Services License
437534,CHICAGO,Limited Business License
470942,CHICAGO,Limited Business License
430511,CHICAGO,Retail Food Establishment
471027,CHICAGO,Limited Business License
465874,CHICAGO,Retail Food Establishment
410830,CHICAGO,Limited Business License
469170,CHICAGO,Package Goods
471011,CHICAGO,Limited Business License
471346,CHICAGO,Limited Business License
471477,CHICAGO,Limited Business License
432703,CHICAGO,Limited Business License
17151,CHICAGO,Regulated Business License
411475,CHICAGO,Limited Business License
390033,CHICAGO,Package Goods
470918,CHICAGO,Limited Business License
470920,CHICAGO,Limited Business License
394468,CHICAGO,Limited Business License
470797,CHICAGO,Limited Business License
471093,CHICAGO,Limited Business License
431116,CHICAGO,Retail Food Establishment
465774,CHICAGO,Public Place of Amusement
471399,CHICAGO,Limited Business License
432562,CHICAGO,Limited Business License
338776,CHICAGO,Regulated Business License
470981,CHICAGO,Limited Business License
426457,CHICAGO,Retail Food Establishment
470945,CHICAGO,Regulated Business License
432801,CHICAGO,Limited Business License
432454,CHICAGO,Limited Business License
471355,CHICAGO,Limited Business License
470971,CHICAGO,Limited Business License
254418,CHICAGO,Limited Business License
470199,CHICAGO,Retail Food Establishment
431767,CHICAGO,Retail Food Establishment
393002,CHICAGO,Retail Food Establishment
471590,CHICAGO,Limited Business License
50460,CHICAGO,Secondhand Dealer
471325,CHICAGO,Limited Business License
470845,CHICAGO,Regulated Business License
471536,CHICAGO,Limited Business License
471237,CHICAGO,Limited Business License
337991,CHICAGO,Children's Services Facility License
470598,CHICAGO,Animal Care License
469043,CHICAGO,Regulated Business License
432937,CHICAGO,Regulated Business License
471094,CHICAGO,Regulated Business License
432165,CHICAGO,Limited Business License
471518,CHICAGO,Limited Business License
471033,CHICAGO,Limited Business License
273586,CHICAGO,Regulated Business License
471452,CHICAGO,Limited Business License
471042,CHICAGO,Limited Business License
471188,CHICAGO,Limited Business License
432361,CHICAGO,Regulated Business License
471532,CHICAGO,Limited Business License
376543,CHICAGO,Retail Food Establishment
277230,CHICAGO,Manufacturing Establishments
331685,CHICAGO,Regulated Business License
470440,CHICAGO,Retail Food Establishment
376784,CHICAGO,Limited Business License
432368,CHICAGO,Limited Business License
289674,CHICAGO,Limited Business License
470844,CHICAGO,Limited Business License
471161,CHICAGO,Limited Business License
394204,CHICAGO,Retail Food Establishment
432531,CHICAGO,Limited Business License
465953,CHICAGO,Retail Food Establishment
357875,CHICAGO,Limited Business License
